Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	cont_mole_scaler	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_proportional_rates[4]	mole_proportional_rates[5]	mole_proportional_rates[6]	mole_proportional_rates[7]	mole_proportional_rates[8]	mole_proportional_rates[9]	mole_proportional_rates[10]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	mole_relative_rates[4]	mole_relative_rates[5]	mole_relative_rates[6]	mole_relative_rates[7]	mole_relative_rates[8]	mole_relative_rates[9]	mole_relative_rates[10]	morph_mole_scaler	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	prop_rates[1]	prop_rates[2]	prop_rates[3]	prop_rates[4]	prop_rates[5]	prop_rates[6]	prop_rates[7]	prop_rates[8]	rel_rates[1]	rel_rates[2]	rel_rates[3]	rel_rates[4]	rel_rates[5]	rel_rates[6]	rel_rates[7]	rel_rates[8]	Tl
400	-95558.16	-95496.39	-61.76594	0.501581	0.399637	0.713494	0.374646	0.654351	0.913025	0.114537	0.73699	0.800901	1.06261	18.36886	0.133835	0.709143	0.0108772	0.0108027	0.023362	0.0333369	0.00828601	0.0117374	0.0203909	0.0382291	1.33835	7.09143	0.108772	0.108027	0.23362	0.333369	0.0828601	0.117374	0.203909	0.382291	2.643961	1.16803	0.169212	0.522023	1.02309	2.28568	0.0596421	0.0239339	0.337966	0.0157062	0.15744	0.0880578	0.304278	0.0129769	0.477137	0.191472	2.70373	0.125649	1.25952	0.704463	2.43422	0.103815	11.08034
401	-95549.26	-95485.7	-63.5627	0.533907	0.382889	0.713494	0.374646	0.654351	0.710371	0.114537	0.738815	0.800901	1.06261	19.25545	0.1337	0.708426	0.0108662	0.0107917	0.0233384	0.0347115	0.00827763	0.0113286	0.0203703	0.0381905	1.337	7.08426	0.108662	0.107917	0.233384	0.347115	0.0827763	0.113286	0.203703	0.381905	2.072034	1.152361	0.166314	0.518202	1.02128	2.2942	0.0584383	0.0234508	0.331144	0.0153891	0.174446	0.0862804	0.298136	0.0127149	0.467506	0.187607	2.64915	0.123113	1.39557	0.690243	2.38509	0.10172	11.24707
402	-95557.77	-95496.87	-60.90053	0.533907	0.382889	0.713494	0.374646	0.681884	0.710371	0.114537	0.738815	0.900325	1.06261	18.44523	0.134289	0.711546	0.00991811	0.0107097	0.0234412	0.0319678	0.00831409	0.0119513	0.02046	0.0374027	1.34289	7.11546	0.0991811	0.107097	0.234412	0.319678	0.0831409	0.119513	0.2046	0.374027	2.878331	1.152361	0.166314	0.518202	1.02128	2.2942	0.0581071	0.023318	0.329268	0.0169455	0.173458	0.0857915	0.298828	0.0142842	0.464857	0.186544	2.63414	0.135564	1.38766	0.686332	2.39063	0.114273	10.96855
403	-95570.53	-95507.58	-62.95068	0.533907	0.401132	0.713494	0.374646	0.681884	0.733179	0.114537	0.646418	0.900325	1.06261	18.22971	0.134567	0.713022	0.0104845	0.0107319	0.022575	0.0320341	0.00738949	0.0112132	0.0205025	0.0374802	1.34567	7.13022	0.104845	0.107319	0.22575	0.320341	0.0738949	0.112132	0.205025	0.374802	2.445631	1.152361	0.166314	0.518202	1.02128	2.2942	0.0581071	0.023318	0.329268	0.0169455	0.173458	0.0857915	0.298828	0.0142842	0.464857	0.186544	2.63414	0.135564	1.38766	0.686332	2.39063	0.114273	11.24352
404	-95575.06	-95512.32	-62.73625	0.533907	0.401132	0.713494	0.374646	0.679207	0.733179	0.114537	0.570015	0.714037	1.06261	18.22971	0.131557	0.712802	0.0104813	0.0102195	0.0230241	0.0358214	0.0073872	0.0118564	0.0193826	0.0374686	1.31557	7.12802	0.104813	0.102195	0.230241	0.358214	0.073872	0.118564	0.193826	0.374686	2.581003	1.152361	0.166314	0.518202	1.02128	2.2942	0.0581071	0.023318	0.329268	0.0169455	0.173458	0.0857915	0.298828	0.0142842	0.464857	0.186544	2.63414	0.135564	1.38766	0.686332	2.39063	0.114273	11.23508
405	-95572.6	-95510.96	-61.63842	0.529028	0.401132	0.713494	0.374646	0.667833	0.733179	0.115925	0.56672	0.714037	1.06261	18.22971	0.131474	0.712348	0.0104746	0.0108493	0.0230095	0.0357986	0.0073825	0.0118489	0.0193703	0.0374448	1.31474	7.12348	0.104746	0.108493	0.230095	0.357986	0.073825	0.118489	0.193703	0.374448	2.620613	1.045604	0.145962	0.490043	1.00716	2.35683	0.0581071	0.023318	0.329268	0.0169455	0.173458	0.0857915	0.298828	0.0142842	0.464857	0.186544	2.63414	0.135564	1.38766	0.686332	2.39063	0.114273	11.12315
406	-95564.45	-95496.45	-68.00373	0.529028	0.401132	0.713494	0.374646	0.667833	0.733179	0.115925	0.56672	0.714037	1.06261	17.90383	0.131881	0.714556	0.0105071	0.010883	0.0230808	0.0337923	0.00740539	0.010903	0.0194304	0.0375609	1.31881	7.14556	0.105071	0.10883	0.230808	0.337923	0.0740539	0.10903	0.194304	0.375609	2.649391	1.045604	0.145962	0.490043	1.00716	2.35683	0.0577405	0.0231709	0.32719	0.0172505	0.172364	0.0911472	0.296943	0.0141941	0.461924	0.185367	2.61752	0.138004	1.37891	0.729178	2.37554	0.113553	11.78939
407	-95567.4	-95496.94	-70.45949	0.529028	0.377572	0.713494	0.414983	0.667833	0.691661	0.0687527	0.620879	0.714037	1.06261	18.49681	0.131872	0.714577	0.0105063	0.0108822	0.0230791	0.0337899	0.00740485	0.0109023	0.019429	0.0375582	1.31872	7.14577	0.105063	0.108822	0.230791	0.337899	0.0740485	0.109023	0.19429	0.375582	2.775128	1.045604	0.145962	0.490043	1.00716	2.35683	0.056185	0.0225467	0.345315	0.0167858	0.16772	0.0886918	0.288943	0.0138117	0.44948	0.180373	2.76252	0.134286	1.34176	0.709534	2.31155	0.110493	11.96487
408	-95564.64	-95496.04	-68.60001	0.529028	0.377572	0.713494	0.380291	0.667833	0.691661	0.0687527	0.620879	0.714037	0.98543	18.94487	0.122872	0.722438	0.0101798	0.0108952	0.023333	0.0341616	0.00748632	0.0110201	0.0196427	0.0379714	1.22872	7.22438	0.101798	0.108952	0.23333	0.341616	0.0748632	0.110201	0.196427	0.379714	2.271638	0.6996789	0.0741197	0.363379	0.924749	2.63775	0.0558501	0.0224122	0.343257	0.0166857	0.16672	0.0950463	0.287221	0.0128072	0.446801	0.179298	2.74605	0.133486	1.33376	0.760371	2.29777	0.102458	11.79565
409	-95567.91	-95499.68	-68.23002	0.511906	0.377572	0.713494	0.380291	0.714871	0.691661	0.0825485	0.620879	0.714037	1.01206	18.55542	0.122937	0.722824	0.0101852	0.0103671	0.0233455	0.0341799	0.00749032	0.011026	0.0196532	0.0379916	1.22937	7.22824	0.101852	0.103671	0.233455	0.341799	0.0749032	0.11026	0.196532	0.379916	2.700328	0.7651401	0.0881224	0.392711	0.946807	2.57236	0.055917	0.0224391	0.343668	0.0155089	0.16692	0.0951601	0.287565	0.0128226	0.447336	0.179513	2.74934	0.124071	1.33536	0.761281	2.30052	0.102581	11.7477
410	-95561.59	-95498.72	-62.86803	0.511906	0.368998	0.688226	0.380291	0.714871	0.691661	0.0825485	0.620879	0.714037	1.01206	18.48118	0.122939	0.722836	0.0101854	0.0103673	0.0233459	0.0341217	0.00705371	0.0110261	0.0201323	0.0379923	1.22939	7.22836	0.101854	0.103673	0.233459	0.341217	0.0705371	0.110261	0.201323	0.379923	2.716462	0.9050582	0.117643	0.446229	0.982296	2.45383	0.0571139	0.0229194	0.329043	0.0158409	0.171068	0.0971971	0.29372	0.013097	0.456911	0.183355	2.63235	0.126727	1.36855	0.777577	2.34976	0.104776	11.22069
411	-95568.37	-95506.26	-62.10766	0.481388	0.378041	0.688226	0.380291	0.714871	0.691661	0.0825485	0.620879	0.714037	1.02958	17.29566	0.12275	0.721722	0.0101697	0.0106828	0.0233099	0.0340691	0.00704285	0.012218	0.0201013	0.0379337	1.2275	7.21722	0.101697	0.106828	0.233099	0.340691	0.0704285	0.12218	0.201013	0.379337	2.541888	0.9050582	0.117643	0.446229	0.982296	2.45383	0.0591082	0.0237197	0.340533	0.016394	0.177042	0.100591	0.268816	0.0137972	0.472865	0.189757	2.72426	0.131152	1.41633	0.804728	2.15053	0.110377	11.28106
412	-95577.99	-95515.63	-62.35839	0.510299	0.378041	0.688226	0.380291	0.743361	0.691661	0.0825485	0.620879	0.707335	0.959379	18.26869	0.120411	0.723112	0.0102273	0.0108136	0.0234419	0.034262	0.00708188	0.0122872	0.0202151	0.0381485	1.20411	7.23112	0.102273	0.108136	0.234419	0.34262	0.0708188	0.122872	0.202151	0.381485	2.690982	0.9050582	0.117643	0.446229	0.982296	2.45383	0.0591082	0.0237197	0.340533	0.016394	0.177042	0.100591	0.268816	0.0137972	0.472865	0.189757	2.72426	0.131152	1.41633	0.804728	2.15053	0.110377	11.19587
413	-95576.01	-95511.14	-64.87489	0.477887	0.378041	0.688226	0.380291	0.729785	0.691661	0.0825485	0.620879	0.707335	0.959379	18.59066	0.119872	0.723472	0.0101815	0.0107651	0.0233369	0.0341085	0.00792951	0.0122322	0.0201246	0.0379776	1.19872	7.23472	0.101815	0.107651	0.233369	0.341085	0.0792951	0.122322	0.201246	0.379776	2.945257	0.7877771	0.0929553	0.402166	0.95351	2.55137	0.0591272	0.0237273	0.340642	0.0144926	0.177099	0.102208	0.268903	0.0138016	0.473018	0.189819	2.72514	0.115941	1.41679	0.81766	2.15122	0.110413	11.39449
414	-95584.95	-95521.67	-63.27695	0.476884	0.35044	0.830759	0.409247	0.729785	0.691661	0.0825485	0.620879	0.707335	0.959379	18.31811	0.119913	0.72372	0.010185	0.0107688	0.0233449	0.0341202	0.00793222	0.0122364	0.0197894	0.0379906	1.19913	7.2372	0.10185	0.107688	0.233449	0.341202	0.0793222	0.122364	0.197894	0.379906	2.499828	0.7877771	0.0929553	0.402166	0.95351	2.55137	0.0591948	0.0238898	0.341031	0.0145091	0.177301	0.102324	0.26921	0.0125401	0.473558	0.191119	2.72825	0.116073	1.41841	0.818594	2.15368	0.100321	11.29221
415	-95583.14	-95521.58	-61.56305	0.476884	0.36534	0.830759	0.409247	0.729785	0.837155	0.0825485	0.536911	0.812758	0.959379	18.31811	0.124005	0.721607	0.0101552	0.0107374	0.0232767	0.0327801	0.00790906	0.0119173	0.0197316	0.0378797	1.24005	7.21607	0.101552	0.107374	0.232767	0.327801	0.0790906	0.119173	0.197316	0.378797	2.499828	0.9322309	0.123242	0.45539	0.987796	2.43357	0.0590247	0.0238212	0.340051	0.0154603	0.178672	0.10203	0.268436	0.0125041	0.472197	0.19057	2.72041	0.123682	1.42938	0.816242	2.14749	0.100033	11.10263
416	-95584.6	-95524.5	-60.10477	0.546718	0.36534	0.798979	0.401738	0.729785	0.837155	0.0825485	0.536911	0.812758	0.960876	18.6061	0.132885	0.713492	0.0101209	0.01107	0.023198	0.0326692	0.00727094	0.0118769	0.0196649	0.0377516	1.32885	7.13492	0.101209	0.1107	0.23198	0.326692	0.0727094	0.118769	0.196649	0.377516	2.231001	0.9322309	0.123242	0.45539	0.987796	2.43357	0.0585859	0.0236441	0.344775	0.0153454	0.177344	0.101272	0.266441	0.0125929	0.468688	0.189153	2.7582	0.122763	1.41875	0.810175	2.13153	0.100743	10.95169
417	-95572.03	-95510.04	-61.99222	0.546718	0.412255	0.798979	0.366163	0.745875	0.837155	0.0825485	0.536911	0.812758	0.98207	18.70037	0.127934	0.716371	0.0101617	0.0111147	0.0232916	0.032801	0.00730028	0.0116534	0.0214679	0.0379039	1.27934	7.16371	0.101617	0.111147	0.232916	0.32801	0.0730028	0.116534	0.214679	0.379039	2.69399	0.9071632	0.118078	0.446952	0.982736	2.45223	0.057524	0.0236652	0.345083	0.0153591	0.177502	0.101362	0.266679	0.0128258	0.460192	0.189322	2.76066	0.122873	1.42002	0.810898	2.13343	0.102606	11.07984
418	-95568.38	-95505.37	-63.00573	0.533229	0.39892	0.798979	0.366163	0.745875	0.882727	0.0825485	0.607528	0.840664	0.98207	18.70037	0.127679	0.71494	0.0101414	0.0109354	0.0239156	0.0342197	0.0072857	0.0116302	0.021425	0.0378282	1.27679	7.1494	0.101414	0.109354	0.239156	0.342197	0.072857	0.116302	0.21425	0.378282	2.69399	0.8222343	0.10028	0.415934	0.96293	2.52086	0.0575672	0.0229318	0.345342	0.0153706	0.177636	0.101438	0.266879	0.0128354	0.460537	0.183455	2.76273	0.122965	1.42109	0.811507	2.13503	0.102683	11.16947
419	-95565.43	-95504.62	-60.81737	0.533229	0.39892	0.798979	0.366163	0.836947	0.882727	0.0825485	0.629844	0.840664	0.98207	18.51918	0.127526	0.714085	0.0105298	0.0109223	0.023887	0.0346382	0.00761349	0.0116162	0.0213994	0.0377829	1.27526	7.14085	0.105298	0.109223	0.23887	0.346382	0.0761349	0.116162	0.213994	0.377829	2.789346	0.8123385	0.0981814	0.412055	0.960316	2.52945	0.057598	0.0229441	0.345527	0.0153788	0.177731	0.100957	0.267022	0.0128423	0.460784	0.183553	2.76421	0.123031	1.42185	0.807655	2.13618	0.102738	10.94788
420	-95575.07	-95516.19	-58.87791	0.520917	0.39892	0.798979	0.377604	0.836947	0.778281	0.0825485	0.629844	0.840664	0.98207	19.13696	0.127851	0.715906	0.0106448	0.0106622	0.0235	0.0358241	0.00763291	0.0116459	0.021454	0.0348787	1.27851	7.15906	0.106448	0.106622	0.235	0.358241	0.0763291	0.116459	0.21454	0.348787	2.525709	0.8123385	0.0981814	0.412055	0.960316	2.52945	0.0585251	0.0245987	0.351088	0.0156264	0.180592	0.0852011	0.27132	0.013049	0.468201	0.19679	2.80871	0.125011	1.44473	0.681609	2.17056	0.104392	10.72905
421	-95579.24	-95517.21	-62.03292	0.520917	0.389415	0.646403	0.388761	0.898004	0.70821	0.0825485	0.629844	0.840664	0.98207	18.86308	0.126419	0.714897	0.0106298	0.0108885	0.025375	0.0357736	0.00763536	0.0116295	0.0214237	0.0353288	1.26419	7.14897	0.106298	0.108885	0.25375	0.357736	0.0763536	0.116295	0.214237	0.353288	2.575394	0.8123385	0.0981814	0.412055	0.960316	2.52945	0.0585279	0.0245999	0.351105	0.0156271	0.1806	0.0852052	0.271333	0.0130016	0.468223	0.196799	2.80884	0.125017	1.4448	0.681641	2.17066	0.104013	11.08296
422	-95587.84	-95521.27	-66.57582	0.533022	0.389415	0.646403	0.390181	0.898004	0.70821	0.0825485	0.629844	0.840664	1.02538	18.86308	0.126337	0.714432	0.0111797	0.0108814	0.0253585	0.0358127	0.00748541	0.0116624	0.0204257	0.0364256	1.26337	7.14432	0.111797	0.108814	0.253585	0.358127	0.0748541	0.116624	0.204257	0.364256	2.334715	0.8991144	0.116411	0.444177	0.981042	2.45837	0.0536034	0.0247496	0.353242	0.0149181	0.181699	0.0857236	0.272984	0.0130807	0.428827	0.197997	2.82593	0.119344	1.45359	0.685789	2.18387	0.104646	11.55564
423	-95584.16	-95520.11	-64.05273	0.53292	0.383751	0.694356	0.390181	0.832743	0.70821	0.033452	0.668444	0.840664	1.02538	18.61345	0.126411	0.714855	0.0111863	0.0108878	0.0253735	0.0366422	0.00748984	0.0111464	0.0201092	0.0358984	1.26411	7.14855	0.111863	0.108878	0.253735	0.366422	0.0748984	0.111464	0.201092	0.358984	2.657176	0.8991144	0.116411	0.444177	0.981042	2.45837	0.0535988	0.0247475	0.353211	0.015002	0.181684	0.0857163	0.272961	0.0130796	0.428791	0.19798	2.82569	0.120016	1.45347	0.685731	2.18368	0.104637	11.2994
424	-95577.46	-95517.07	-60.38309	0.53292	0.389032	0.694356	0.412574	0.832743	0.70821	0.033452	0.668444	0.8048	1.02538	18.68622	0.126022	0.712653	0.0110332	0.0108543	0.0252953	0.0365294	0.00790563	0.0119251	0.0200472	0.0377344	1.26022	7.12653	0.110332	0.108543	0.252953	0.365294	0.0790563	0.119251	0.200472	0.377344	2.849865	0.8991144	0.116411	0.444177	0.981042	2.45837	0.0535988	0.0247475	0.353211	0.015002	0.181684	0.0857163	0.272961	0.0130796	0.428791	0.19798	2.82569	0.120016	1.45347	0.685731	2.18368	0.104637	10.90671
425	-95584.08	-95518.06	-66.02054	0.522676	0.389032	0.694356	0.379603	0.919989	0.70821	0.053581	0.602738	0.729571	1.02538	19.16889	0.117049	0.721557	0.011171	0.0109899	0.025284	0.0369858	0.0080143	0.0120741	0.0201165	0.0367581	1.17049	7.21557	0.11171	0.109899	0.25284	0.369858	0.080143	0.120741	0.201165	0.367581	2.849865	0.8991144	0.116411	0.444177	0.981042	2.45837	0.0531021	0.0245181	0.349938	0.014863	0.18	0.0941892	0.270431	0.0129584	0.424817	0.196145	2.7995	0.118904	1.44	0.753514	2.16345	0.103667	11.42987
426	-95596.42	-95530.57	-65.85659	0.522676	0.389032	0.694356	0.370487	0.901039	0.70821	0.053581	0.602738	0.729571	1.02538	18.60549	0.121319	0.720029	0.0111474	0.0106415	0.0235902	0.0369075	0.00756306	0.0120485	0.0200739	0.0366802	1.21319	7.20029	0.111474	0.106415	0.235902	0.369075	0.0756306	0.120485	0.200739	0.366802	2.577889	0.8991144	0.116411	0.444177	0.981042	2.45837	0.0530618	0.0244995	0.349673	0.0156106	0.179863	0.0941178	0.270226	0.0129486	0.424495	0.195996	2.79738	0.124885	1.43891	0.752942	2.16181	0.103589	11.49981
427	-95611.19	-95546.43	-64.76242	0.522676	0.389032	0.694356	0.370487	0.901039	0.632835	0.053581	0.602738	0.729571	1.02538	18.79571	0.123178	0.720022	0.0111472	0.0106414	0.02359	0.0351494	0.00746997	0.0120484	0.0200737	0.0366799	1.23178	7.20022	0.111472	0.106414	0.2359	0.351494	0.0746997	0.120484	0.200737	0.366799	2.577889	0.8991144	0.116411	0.444177	0.981042	2.45837	0.0530618	0.0244995	0.349673	0.0156106	0.179863	0.0941178	0.270226	0.0129486	0.424495	0.195996	2.79738	0.124885	1.43891	0.752942	2.16181	0.103589	11.37891
428	-95609.94	-95542.07	-67.87092	0.522676	0.373061	0.694356	0.370487	0.73274	0.620593	0.053581	0.602738	0.729571	1.02538	19.16582	0.1228	0.717809	0.0110954	0.0106087	0.026609	0.0350413	0.00744701	0.0120113	0.020012	0.0365671	1.228	7.17809	0.110954	0.106087	0.26609	0.350413	0.0744701	0.120113	0.20012	0.365671	2.562938	0.8991144	0.116411	0.444177	0.981042	2.45837	0.0530618	0.0244995	0.349673	0.0156106	0.179863	0.0941178	0.270226	0.0129486	0.424495	0.195996	2.79738	0.124885	1.43891	0.752942	2.16181	0.103589	11.6739
429	-95598.85	-95533.04	-65.81135	0.469269	0.373061	0.694356	0.370487	0.71765	0.574988	0.053581	0.602738	0.729571	0.943551	18.54943	0.123124	0.719704	0.0111247	0.0104396	0.0233601	0.0351339	0.00746667	0.0120431	0.0212442	0.0363602	1.23124	7.19704	0.111247	0.104396	0.233601	0.351339	0.0746667	0.120431	0.212442	0.363602	2.460063	0.8991144	0.116411	0.444177	0.981042	2.45837	0.0530618	0.0244995	0.349673	0.0156106	0.179863	0.0941178	0.270226	0.0129486	0.424495	0.195996	2.79738	0.124885	1.43891	0.752942	2.16181	0.103589	11.55946
430	-95601.25	-95539.56	-61.68205	0.49592	0.370169	0.700357	0.370487	0.71765	0.574988	0.053581	0.602738	0.729571	0.943551	18.21772	0.11831	0.732226	0.0106898	0.0100315	0.0224468	0.0325865	0.00717476	0.0111822	0.0204137	0.0349387	1.1831	7.32226	0.106898	0.100315	0.224468	0.325865	0.0717476	0.111822	0.204137	0.349387	2.643585	0.77946	0.0911811	0.398731	0.951097	2.55899	0.0530813	0.0245085	0.349801	0.0152487	0.17993	0.0941524	0.270325	0.0129533	0.424651	0.196068	2.79841	0.121989	1.43944	0.753219	2.1626	0.103627	11.15837
431	-95588.65	-95525.69	-62.9619	0.529851	0.370169	0.755243	0.370487	0.805599	0.574988	0.053581	0.53091	0.729571	1.04786	18.24103	0.118275	0.73201	0.0106866	0.0101792	0.0228345	0.0325769	0.00717264	0.0109293	0.0204076	0.0349284	1.18275	7.3201	0.106866	0.101792	0.228345	0.325769	0.0717264	0.109293	0.204076	0.349284	3.184025	0.77946	0.0911811	0.398731	0.951097	2.55899	0.0530813	0.0245085	0.349801	0.0152487	0.17993	0.0941524	0.270325	0.0129533	0.424651	0.196068	2.79841	0.121989	1.43944	0.753219	2.1626	0.103627	11.20906
432	-95598.08	-95532.7	-65.3748	0.529851	0.358402	0.755243	0.370487	0.805599	0.574988	0.053581	0.53091	0.796605	1.05783	18.99424	0.111205	0.735836	0.0106616	0.010372	0.0242413	0.0327472	0.0071316	0.0109864	0.0205143	0.0363038	1.11205	7.35836	0.106616	0.10372	0.242413	0.327472	0.071316	0.109864	0.205143	0.363038	2.881444	0.77946	0.0911811	0.398731	0.951097	2.55899	0.0522117	0.024107	0.34407	0.0146632	0.176982	0.0926099	0.282615	0.0127411	0.417694	0.192856	2.75256	0.117306	1.41585	0.740879	2.26092	0.101929	11.39876
433	-95590.37	-95528.74	-61.62898	0.529851	0.358402	0.755243	0.370487	0.805599	0.574988	0.0725375	0.53091	0.846595	1.02298	18.44427	0.11129	0.736397	0.0104272	0.0103799	0.0242597	0.0327722	0.00713703	0.0109948	0.0200108	0.0363314	1.1129	7.36397	0.104272	0.103799	0.242597	0.327722	0.0713703	0.109948	0.200108	0.363314	3.020759	0.702177	0.0746534	0.364556	0.925672	2.63512	0.0526886	0.0256187	0.347213	0.0147972	0.168173	0.0934557	0.285196	0.0128575	0.421509	0.204949	2.7777	0.118377	1.34538	0.747646	2.28157	0.10286	11.06184
434	-95571.67	-95512.92	-58.75744	0.529851	0.370474	0.691251	0.401216	0.805599	0.574988	0.0725375	0.53091	0.846595	1.02298	18.83906	0.111036	0.734718	0.0104035	0.0113804	0.0243055	0.0326975	0.00712076	0.0121242	0.0199652	0.0362486	1.11036	7.34718	0.104035	0.113804	0.243055	0.326975	0.0712076	0.121242	0.199652	0.362486	3.389663	0.702177	0.0746534	0.364556	0.925672	2.63512	0.0545107	0.0255694	0.346545	0.0147687	0.16785	0.093276	0.284648	0.0128328	0.436085	0.204555	2.77236	0.11815	1.3428	0.746208	2.27718	0.102662	10.70043
435	-95559.56	-95497.44	-62.12747	0.529851	0.370474	0.691251	0.401216	0.805599	0.607762	0.0725375	0.564735	0.846595	0.952473	18.83906	0.109499	0.738777	0.0103173	0.0112229	0.0234302	0.0322447	0.00711778	0.0119563	0.0196887	0.0357467	1.09499	7.38777	0.103173	0.112229	0.234302	0.322447	0.0711778	0.119563	0.196887	0.357467	2.853719	0.702177	0.0746534	0.364556	0.925672	2.63512	0.0554742	0.0256836	0.348093	0.0148347	0.168599	0.0885062	0.285919	0.0128901	0.443794	0.205469	2.78474	0.118677	1.34879	0.708049	2.28735	0.103121	11.09142
436	-95568.63	-95504.51	-64.12553	0.461524	0.370474	0.691251	0.401216	0.844426	0.607762	0.109445	0.579667	0.78183	1.19794	18.82338	0.109483	0.738667	0.0104799	0.0112049	0.0234268	0.0322399	0.00711673	0.0119545	0.0196858	0.0357414	1.09483	7.38667	0.104799	0.112049	0.234268	0.322399	0.0711673	0.119545	0.196858	0.357414	2.641384	0.9063135	0.117903	0.44666	0.982559	2.45288	0.0618285	0.0258549	0.350414	0.0149336	0.165385	0.0804119	0.287826	0.0133464	0.494628	0.206839	2.80331	0.119469	1.32308	0.643295	2.30261	0.106772	11.29372
437	-95584.28	-95517.24	-67.04832	0.461524	0.40302	0.807331	0.401216	0.844426	0.57462	0.109445	0.5447	0.78183	0.981412	18.82338	0.109579	0.739314	0.010489	0.0104016	0.0234473	0.0337428	0.00665563	0.011965	0.0189699	0.0354366	1.09579	7.39314	0.10489	0.104016	0.234473	0.337428	0.0665563	0.11965	0.189699	0.354366	2.944453	0.9063135	0.117903	0.44666	0.982559	2.45288	0.0637331	0.0266513	0.330404	0.0153936	0.170479	0.0828889	0.296692	0.0137576	0.509865	0.21321	2.64323	0.123149	1.36383	0.663111	2.37354	0.110061	11.5693
438	-95579.66	-95518.73	-60.92854	0.461524	0.402255	0.807331	0.376592	0.844426	0.62994	0.0369115	0.5447	0.731341	0.981412	17.836	0.108898	0.734721	0.0104239	0.0110344	0.0243193	0.037499	0.00661428	0.0120266	0.0192473	0.0352165	1.08898	7.34721	0.104239	0.110344	0.243193	0.37499	0.0661428	0.120266	0.192473	0.352165	2.352731	0.9063135	0.117903	0.44666	0.982559	2.45288	0.0637331	0.0266513	0.330404	0.0153936	0.170479	0.0828889	0.296692	0.0137576	0.509865	0.21321	2.64323	0.123149	1.36383	0.663111	2.37354	0.110061	11.12454
439	-95571.77	-95510.08	-61.68419	0.505256	0.402255	0.807331	0.376592	0.806729	0.7034	0.0369115	0.5447	0.655009	0.981412	17.85427	0.109313	0.737522	0.0103799	0.011195	0.0246108	0.0317878	0.0076221	0.0119634	0.0202548	0.0353508	1.09313	7.37522	0.103799	0.11195	0.246108	0.317878	0.076221	0.119634	0.202548	0.353508	3.184094	0.9063135	0.117903	0.44666	0.982559	2.45288	0.0640008	0.0267632	0.326584	0.016466	0.171195	0.083237	0.297938	0.0138154	0.512006	0.214106	2.61268	0.131728	1.36956	0.665896	2.3835	0.110523	11.11482
440	-95562.88	-95502.66	-60.21926	0.538075	0.402255	0.807331	0.376592	0.832292	0.7034	0.0369115	0.5447	0.655009	0.981412	18.31572	0.109326	0.737613	0.00980979	0.0111964	0.0246138	0.0317917	0.00762303	0.0119648	0.0202573	0.0358041	1.09326	7.37613	0.0980979	0.111964	0.246138	0.317917	0.0762303	0.119648	0.202573	0.358041	2.515566	0.9063135	0.117903	0.44666	0.982559	2.45288	0.0641961	0.0237929	0.327581	0.0165162	0.171718	0.083491	0.298847	0.0138575	0.513569	0.190343	2.62065	0.13213	1.37374	0.667928	2.39078	0.11086	10.9832
441	-95553.65	-95491.3	-62.35343	0.538075	0.402255	0.807331	0.376592	0.832292	0.7034	0.0709721	0.5447	0.758603	0.981412	18.33311	0.109264	0.737193	0.0103727	0.01119	0.0245998	0.0317736	0.0076187	0.011958	0.0202457	0.0357837	1.09264	7.37193	0.103727	0.1119	0.245998	0.317736	0.076187	0.11958	0.202457	0.357837	3.122184	0.9063135	0.117903	0.44666	0.982559	2.45288	0.0642201	0.0238018	0.327704	0.0162881	0.171782	0.0833825	0.298959	0.0138627	0.513761	0.190415	2.62163	0.130305	1.37426	0.66706	2.39167	0.110902	11.12045
442	-95563.03	-95504.9	-58.13465	0.538075	0.402255	0.622448	0.405973	0.832292	0.7034	0.0709721	0.5447	0.698747	0.981412	18.60403	0.109056	0.737025	0.0103703	0.0111874	0.0243414	0.0317664	0.00761696	0.010798	0.0220631	0.0357755	1.09056	7.37025	0.103703	0.111874	0.243414	0.317664	0.0761696	0.10798	0.220631	0.357755	2.741258	0.6137174	0.055949	0.319812	0.888159	2.73608	0.0642201	0.0238018	0.327704	0.0162881	0.171782	0.0833825	0.298959	0.0138627	0.513761	0.190415	2.62163	0.130305	1.37426	0.66706	2.39167	0.110902	10.73111
443	-95560.19	-95500.9	-59.29315	0.508312	0.434534	0.622448	0.405973	0.832292	0.7034	0.0709721	0.61402	0.670201	0.981412	18.2538	0.109195	0.73797	0.0108766	0.0103538	0.0243726	0.0312762	0.00756147	0.0108119	0.0217607	0.0358214	1.09195	7.3797	0.108766	0.103538	0.243726	0.312762	0.0756147	0.108119	0.217607	0.358214	3.281553	0.7032155	0.0748752	0.365043	0.926054	2.63403	0.0621251	0.0234513	0.352881	0.0160075	0.168241	0.0806624	0.283222	0.0134105	0.497001	0.18761	2.82305	0.12806	1.34592	0.6453	2.26578	0.107284	10.82362
