Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	cont_mole_scaler	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_proportional_rates[4]	mole_proportional_rates[5]	mole_proportional_rates[6]	mole_proportional_rates[7]	mole_proportional_rates[8]	mole_proportional_rates[9]	mole_proportional_rates[10]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	mole_relative_rates[4]	mole_relative_rates[5]	mole_relative_rates[6]	mole_relative_rates[7]	mole_relative_rates[8]	mole_relative_rates[9]	mole_relative_rates[10]	morph_mole_scaler	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	prop_rates[1]	prop_rates[2]	prop_rates[3]	prop_rates[4]	prop_rates[5]	prop_rates[6]	prop_rates[7]	prop_rates[8]	rel_rates[1]	rel_rates[2]	rel_rates[3]	rel_rates[4]	rel_rates[5]	rel_rates[6]	rel_rates[7]	rel_rates[8]	Tl
1694	-95408.39	-95384.57	-23.81972	0.503318	0.954334	0.704821	0.404522	0.664501	0.671049	0.113054	0.673546	0.751251	0.945962	25.04337	0.238474	0.473326	0.0193259	0.0201289	0.042549	0.0588037	0.0143288	0.022345	0.0443251	0.0663935	2.38474	4.73326	0.193259	0.201289	0.42549	0.588037	0.143288	0.22345	0.443251	0.663935	5.59905	0.7186909	0.0781843	0.372217	0.931603	2.618	0.0592966	0.0241677	0.347641	0.0153098	0.175799	0.0905021	0.273915	0.0133683	0.474373	0.193341	2.78113	0.122478	1.40639	0.724017	2.19132	0.106946	6.311295
1695	-95400.03	-95378.2	-21.8282	0.520184	0.786862	0.704821	0.404522	0.664501	0.671049	0.103408	0.673546	0.565056	0.945962	25.04337	0.23612	0.481289	0.0191351	0.0195356	0.039336	0.0607045	0.0138471	0.0204071	0.0438875	0.065738	2.3612	4.81289	0.191351	0.195356	0.39336	0.607045	0.138471	0.204071	0.438875	0.65738	4.815651	0.8239613	0.100646	0.416605	0.963379	2.51937	0.0604328	0.0246307	0.354302	0.0156031	0.160008	0.0922361	0.279163	0.0136244	0.483462	0.197046	2.83442	0.124825	1.28006	0.737889	2.23331	0.108995	6.225128
1696	-95387.35	-95365.26	-22.08525	0.520184	0.800029	0.704821	0.404522	0.664501	0.904209	0.0909548	0.618063	0.570158	0.945962	25.04337	0.209135	0.496544	0.0197416	0.0207015	0.0479224	0.0639588	0.0134742	0.021054	0.0396461	0.0678217	2.09135	4.96544	0.197416	0.207015	0.479224	0.639588	0.134742	0.21054	0.396461	0.678217	4.815651	0.7241783	0.0793584	0.374718	0.933509	2.61241	0.0604328	0.0246307	0.354302	0.0156031	0.160008	0.0922361	0.279163	0.0136244	0.483462	0.197046	2.83442	0.124825	1.28006	0.737889	2.23331	0.108995	6.232483
1697	-95379.9	-95359.79	-20.11564	0.520184	0.800029	0.704821	0.404522	0.653788	0.904209	0.0909548	0.618063	0.564088	1.05981	24.79058	0.229416	0.48321	0.0184425	0.0201455	0.0466354	0.0622411	0.0138603	0.0204885	0.0385814	0.0669791	2.29416	4.8321	0.184425	0.201455	0.466354	0.622411	0.138603	0.204885	0.385814	0.669791	4.815651	0.7901158	0.0934538	0.403124	0.954178	2.54924	0.0606156	0.0212193	0.355374	0.0161113	0.160492	0.0925151	0.280008	0.0136656	0.484925	0.169755	2.84299	0.128891	1.28393	0.740121	2.24006	0.109325	6.051095
1698	-95380.64	-95361.83	-18.80234	0.520184	0.800029	0.704821	0.404522	0.731678	0.904209	0.0909548	0.618063	0.564088	0.81132	24.79058	0.229244	0.482847	0.0191512	0.0201304	0.0466004	0.0621944	0.0138499	0.0205016	0.0385524	0.0669289	2.29244	4.82847	0.191512	0.201304	0.466004	0.621944	0.138499	0.205016	0.385524	0.669289	3.558219	0.7901158	0.0934538	0.403124	0.954178	2.54924	0.0606156	0.0212193	0.355374	0.0161113	0.160492	0.0925151	0.280008	0.0136656	0.484925	0.169755	2.84299	0.128891	1.28393	0.740121	2.24006	0.109325	6.062568
1699	-95381.51	-95360.74	-20.76468	0.520184	0.867615	0.704821	0.404522	0.731678	0.830788	0.0909548	0.618063	0.564088	0.916312	24.95918	0.233322	0.478113	0.0194918	0.0204885	0.0474293	0.0590983	0.0140963	0.0206032	0.0392382	0.0681194	2.33322	4.78113	0.194918	0.204885	0.474293	0.590983	0.140963	0.206032	0.392382	0.681194	4.592029	0.7324078	0.0811197	0.378428	0.93631	2.60414	0.0606156	0.0212193	0.355374	0.0161113	0.160492	0.0925151	0.280008	0.0136656	0.484925	0.169755	2.84299	0.128891	1.28393	0.740121	2.24006	0.109325	6.128645
1700	-95392.65	-95372.79	-19.86728	0.520184	0.867615	0.704821	0.404522	0.731678	0.841034	0.0909548	0.618063	0.65511	1.07268	25.29153	0.232979	0.47741	0.0199963	0.0204583	0.0473595	0.0590114	0.0140755	0.0215111	0.0391804	0.0680191	2.32979	4.7741	0.199963	0.204583	0.473595	0.590114	0.140755	0.215111	0.391804	0.680191	4.592029	0.9671832	0.13036	0.466661	0.994342	2.40864	0.0596569	0.0208837	0.365569	0.0158565	0.157953	0.0910519	0.275579	0.0134495	0.477255	0.16707	2.92455	0.126852	1.26363	0.728415	2.20463	0.107596	5.979907
1701	-95396.53	-95375.82	-20.71376	0.520184	0.867615	0.704821	0.404522	0.731678	0.625261	0.0802824	0.618063	0.65511	1.07268	25.60062	0.233053	0.477158	0.0200872	0.0204649	0.0473746	0.0590302	0.01408	0.021518	0.039193	0.0680409	2.33053	4.77158	0.200872	0.204649	0.473746	0.590302	0.1408	0.21518	0.39193	0.680409	3.841125	0.9671832	0.13036	0.466661	0.994342	2.40864	0.0596917	0.0208959	0.365783	0.0158658	0.158045	0.0911051	0.27574	0.0128731	0.477534	0.167167	2.92626	0.126926	1.26436	0.728841	2.20592	0.102985	6.13138
1702	-95425.17	-95401.44	-23.72727	0.533655	0.853563	0.691804	0.410122	0.710959	0.625261	0.0878926	0.618063	0.65511	1.07268	25.60062	0.232755	0.476548	0.0200615	0.0213711	0.0473141	0.0589547	0.014062	0.0214905	0.0394888	0.0679539	2.32755	4.76548	0.200615	0.213711	0.473141	0.589547	0.14062	0.214905	0.394888	0.679539	4.784533	0.9671832	0.13036	0.466661	0.994342	2.40864	0.0596917	0.0208959	0.365783	0.0158658	0.158045	0.0911051	0.27574	0.0128731	0.477534	0.167167	2.92626	0.126926	1.26436	0.728841	2.20592	0.102985	6.340502
1703	-95417.55	-95391.34	-26.2134	0.533655	0.853563	0.691804	0.462711	0.797912	0.679662	0.115087	0.618063	0.65511	1.06053	25.30968	0.221156	0.478415	0.0201401	0.0214548	0.0474994	0.0645753	0.0173211	0.0215746	0.0396435	0.0682201	2.21156	4.78415	0.201401	0.214548	0.474994	0.645753	0.173211	0.215746	0.396435	0.682201	4.784533	0.9671832	0.13036	0.466661	0.994342	2.40864	0.0596917	0.0208959	0.365783	0.0158658	0.158045	0.0911051	0.27574	0.0128731	0.477534	0.167167	2.92626	0.126926	1.26436	0.728841	2.20592	0.102985	6.597309
1704	-95399.72	-95377.52	-22.19256	0.472121	0.853563	0.691804	0.462711	0.797912	0.693647	0.102631	0.618063	0.854136	1.06053	25.30968	0.221803	0.479815	0.020199	0.0215176	0.0476384	0.0647642	0.0158567	0.0202276	0.0397595	0.0684196	2.21803	4.79815	0.20199	0.215176	0.476384	0.647642	0.158567	0.202276	0.397595	0.684196	4.784533	0.9671832	0.13036	0.466661	0.994342	2.40864	0.0596917	0.0208959	0.365783	0.0158658	0.158045	0.0911051	0.27574	0.0128731	0.477534	0.167167	2.92626	0.126926	1.26436	0.728841	2.20592	0.102985	6.181323
1705	-95395.13	-95374.74	-20.3959	0.472121	0.853563	0.691804	0.363789	0.772649	0.693647	0.102631	0.618063	0.854136	0.959516	24.58726	0.221489	0.479135	0.0201704	0.0214871	0.0475709	0.0692042	0.0143708	0.020199	0.0362168	0.0701565	2.21489	4.79135	0.201704	0.214871	0.475709	0.692042	0.143708	0.20199	0.362168	0.701565	4.846806	0.9671832	0.13036	0.466661	0.994342	2.40864	0.0607181	0.0212552	0.34681	0.0161386	0.168831	0.0926716	0.280481	0.0130945	0.485744	0.170042	2.77448	0.129109	1.35065	0.741373	2.24385	0.104756	6.090192
1706	-95392.21	-95370.33	-21.87461	0.472121	0.853563	0.691804	0.363789	0.772649	0.69128	0.110651	0.534105	0.854136	0.9832	25.37031	0.222519	0.481365	0.0202643	0.0215871	0.0471009	0.0655244	0.0150454	0.020293	0.0363854	0.0699149	2.22519	4.81365	0.202643	0.215871	0.471009	0.655244	0.150454	0.20293	0.363854	0.699149	4.846806	0.9671832	0.13036	0.466661	0.994342	2.40864	0.0607181	0.0212552	0.34681	0.0161386	0.168831	0.0926716	0.280481	0.0130945	0.485744	0.170042	2.77448	0.129109	1.35065	0.741373	2.24385	0.104756	6.16522
1707	-95377.78	-95358.74	-19.03667	0.490589	0.767197	0.691804	0.41447	0.772649	0.69128	0.110651	0.582762	0.854136	0.9832	25.37031	0.216864	0.496722	0.0202157	0.0215354	0.0458248	0.0606909	0.0136894	0.0202443	0.0362981	0.0679161	2.16864	4.96722	0.202157	0.215354	0.458248	0.606909	0.136894	0.202443	0.362981	0.679161	4.13705	0.9671832	0.13036	0.466661	0.994342	2.40864	0.0607181	0.0212552	0.34681	0.0161386	0.168831	0.0926716	0.280481	0.0130945	0.485744	0.170042	2.77448	0.129109	1.35065	0.741373	2.24385	0.104756	5.949257
1708	-95377.54	-95357.48	-20.06026	0.490589	0.712198	0.682308	0.425994	0.772649	0.707514	0.110651	0.582762	0.639812	0.938035	24.53554	0.213636	0.489328	0.0199148	0.0205013	0.0426059	0.0706677	0.0134856	0.0217649	0.0411915	0.0669051	2.13636	4.89328	0.199148	0.205013	0.426059	0.706677	0.134856	0.217649	0.411915	0.669051	4.13705	0.9671832	0.13036	0.466661	0.994342	2.40864	0.0607181	0.0212552	0.34681	0.0161386	0.168831	0.0926716	0.280481	0.0130945	0.485744	0.170042	2.77448	0.129109	1.35065	0.741373	2.24385	0.104756	6.164716
1709	-95379.69	-95360.86	-18.82904	0.490589	0.717491	0.682308	0.425994	0.772649	0.707514	0.081213	0.582762	0.860678	0.938035	24.53554	0.221409	0.483392	0.0196732	0.0202526	0.0420891	0.0698104	0.0151282	0.0215009	0.0406513	0.0660935	2.21409	4.83392	0.196732	0.202526	0.420891	0.698104	0.151282	0.215009	0.406513	0.660935	5.110604	0.9520902	0.127298	0.461862	0.991585	2.41926	0.0606516	0.0213469	0.34643	0.0171004	0.168646	0.0925701	0.280174	0.0130802	0.485213	0.170775	2.77144	0.136803	1.34917	0.740561	2.24139	0.104641	5.924567
1710	-95380.1	-95360.35	-19.75379	0.490589	0.717491	0.682308	0.44867	0.772649	0.705081	0.081213	0.582762	0.87943	1.02417	24.50099	0.217975	0.485102	0.0197428	0.0203242	0.042238	0.0700573	0.0151817	0.02111	0.040795	0.0674748	2.17975	4.85102	0.197428	0.203242	0.42238	0.700573	0.151817	0.2111	0.40795	0.674748	5.110604	0.7998735	0.0955318	0.407083	0.95692	2.54047	0.0618281	0.021761	0.35315	0.0174321	0.151852	0.0943658	0.285609	0.0140012	0.494625	0.174088	2.8252	0.139457	1.21482	0.754926	2.28487	0.11201	6.007983
1711	-95370.04	-95350.15	-19.88371	0.490589	0.717491	0.682308	0.44867	0.753457	0.705081	0.081213	0.642352	0.764932	0.955201	24.48495	0.228414	0.470577	0.0189195	0.0212976	0.0442609	0.0734127	0.0159089	0.0230117	0.0366293	0.0675685	2.28414	4.70577	0.189195	0.212976	0.442609	0.734127	0.159089	0.230117	0.366293	0.675685	5.110604	0.7998735	0.0955318	0.407083	0.95692	2.54047	0.0630615	0.0221951	0.360195	0.0177799	0.154882	0.0962483	0.271358	0.0142805	0.504492	0.177561	2.88156	0.142239	1.23905	0.769986	2.17086	0.114244	6.036887
1712	-95374.65	-95354.85	-19.79633	0.490589	0.754217	0.600054	0.44867	0.753457	0.705081	0.081213	0.642352	0.764932	1.04684	24.36516	0.227336	0.468356	0.0188302	0.0211971	0.044052	0.0730662	0.0160975	0.0219231	0.0418923	0.0672496	2.27336	4.68356	0.188302	0.211971	0.44052	0.730662	0.160975	0.219231	0.418923	0.672496	5.493076	0.7998735	0.0955318	0.407083	0.95692	2.54047	0.0608807	0.0223584	0.362846	0.0179107	0.156022	0.0969566	0.26864	0.0143856	0.487045	0.178867	2.90277	0.143286	1.24817	0.775652	2.14912	0.115085	5.997269
1713	-95379.77	-95361.56	-18.214	0.490589	0.754217	0.793275	0.413911	0.753457	0.705081	0.0977456	0.658218	0.764932	1.04684	24.36516	0.228696	0.469151	0.0188622	0.0212331	0.0441268	0.0731903	0.0143722	0.0219603	0.0410945	0.0673135	2.28696	4.69151	0.188622	0.212331	0.441268	0.731903	0.143722	0.219603	0.410945	0.673135	4.636346	0.7998735	0.0955318	0.407083	0.95692	2.54047	0.0652398	0.022284	0.363452	0.0178511	0.152456	0.0966337	0.267746	0.0143377	0.521919	0.178272	2.90761	0.142809	1.21965	0.77307	2.14197	0.114702	5.905623
1714	-95372.55	-95351.11	-21.44337	0.490589	0.837754	0.706101	0.413911	0.804263	0.785535	0.089772	0.658218	0.690689	0.933382	24.36516	0.228917	0.469604	0.0190015	0.0212536	0.0441695	0.0700832	0.0143861	0.0219816	0.0411342	0.069469	2.28917	4.69604	0.190015	0.212536	0.441695	0.700832	0.143861	0.219816	0.411342	0.69469	5.688783	0.7609406	0.0872247	0.39092	0.945515	2.57634	0.0652398	0.022284	0.363452	0.0178511	0.152456	0.0966337	0.267746	0.0143377	0.521919	0.178272	2.90761	0.142809	1.21965	0.77307	2.14197	0.114702	6.130122
1715	-95360.96	-95340.71	-20.24489	0.490589	0.837754	0.706101	0.413911	0.804263	0.785535	0.089772	0.66496	0.73705	0.933382	24.41946	0.226445	0.475808	0.0187623	0.020986	0.0440111	0.0692009	0.0138714	0.0217048	0.0406164	0.0685944	2.26445	4.75808	0.187623	0.20986	0.440111	0.692009	0.138714	0.217048	0.406164	0.685944	6.526961	0.5847586	0.0499805	0.303693	0.873339	2.77299	0.0652398	0.022284	0.363452	0.0178511	0.152456	0.0966337	0.267746	0.0143377	0.521919	0.178272	2.90761	0.142809	1.21965	0.77307	2.14197	0.114702	5.915716
1716	-95372.97	-95352.76	-20.20928	0.479131	0.785981	0.706101	0.424649	0.703655	0.785535	0.089772	0.54282	0.73705	0.933382	25.02262	0.226899	0.476761	0.0187999	0.0210281	0.0440993	0.0693396	0.0139249	0.0228006	0.0406978	0.0656499	2.26899	4.76761	0.187999	0.210281	0.440993	0.693396	0.139249	0.228006	0.406978	0.656499	5.746667	0.5847586	0.0499805	0.303693	0.873339	2.77299	0.0661979	0.0222611	0.363079	0.0178328	0.1523	0.0965347	0.267472	0.014323	0.529583	0.178089	2.90463	0.142662	1.2184	0.772278	2.13977	0.114584	5.957392
1717	-95371.36	-95351.09	-20.27037	0.479131	0.822467	0.606295	0.397538	0.703655	0.785535	0.089772	0.54282	0.73705	0.933382	24.92458	0.224142	0.47097	0.0185715	0.0203086	0.0480764	0.0684973	0.0140013	0.0230087	0.0402034	0.0722205	2.24142	4.7097	0.185715	0.203086	0.480764	0.684973	0.140013	0.230087	0.402034	0.722205	5.645592	0.624492	0.0581956	0.325615	0.893317	2.72287	0.0661979	0.0222611	0.363079	0.0178328	0.1523	0.0965347	0.267472	0.014323	0.529583	0.178089	2.90463	0.142662	1.2184	0.772278	2.13977	0.114584	5.992456
1718	-95362.43	-95340.74	-21.68801	0.479131	0.822467	0.606295	0.397538	0.703655	0.785535	0.089772	0.51241	0.66472	0.882414	24.92458	0.224142	0.47097	0.0185715	0.0203086	0.0480764	0.0684973	0.0140013	0.0230087	0.0402034	0.0722205	2.24142	4.7097	0.185715	0.203086	0.480764	0.684973	0.140013	0.230087	0.402034	0.722205	5.334971	0.5669246	0.0463661	0.293379	0.863459	2.7968	0.0662131	0.0222662	0.363162	0.0178369	0.152334	0.0965568	0.267533	0.0140975	0.529705	0.17813	2.9053	0.142695	1.21868	0.772454	2.14026	0.11278	6.180653
1719	-95362.51	-95341.29	-21.21273	0.530133	0.822467	0.606295	0.397538	0.703655	0.785535	0.112472	0.691398	0.66472	0.882414	24.92458	0.225651	0.47414	0.0179991	0.0204453	0.0448516	0.068421	0.0146441	0.0231636	0.040474	0.0702105	2.25651	4.7414	0.179991	0.204453	0.448516	0.68421	0.146441	0.231636	0.40474	0.702105	5.334971	0.7777632	0.0908189	0.398025	0.950598	2.56056	0.0684305	0.0212689	0.362652	0.0178118	0.15212	0.096421	0.267157	0.014139	0.547444	0.170151	2.90121	0.142494	1.21696	0.771368	2.13725	0.113112	6.107856
1720	-95357.9	-95338.44	-19.45882	0.531212	0.822467	0.606295	0.397538	0.703655	0.785535	0.091493	0.691398	0.66472	0.986654	24.45903	0.226683	0.468794	0.0193504	0.0206628	0.0467675	0.0662188	0.0142061	0.0254551	0.0409044	0.0709572	2.26683	4.68794	0.193504	0.206628	0.467675	0.662188	0.142061	0.254551	0.409044	0.709572	5.517238	0.7777632	0.0908189	0.398025	0.950598	2.56056	0.0665753	0.0206923	0.35282	0.0160505	0.15028	0.0877342	0.292092	0.0137557	0.532602	0.165538	2.82256	0.128404	1.20224	0.701873	2.33674	0.110045	5.952359
1721	-95350.9	-95332.1	-18.79879	0.531212	0.867496	0.603532	0.424642	0.703655	0.762667	0.091493	0.691398	0.66472	0.986654	24.5432	0.251609	0.454436	0.0187577	0.0200299	0.0453351	0.0641906	0.0148874	0.0223185	0.0396516	0.0687839	2.51609	4.54436	0.187577	0.200299	0.453351	0.641906	0.148874	0.223185	0.396516	0.687839	5.411797	0.7777632	0.0908189	0.398025	0.950598	2.56056	0.0665122	0.0206727	0.352486	0.0169818	0.150138	0.0876511	0.291816	0.0137427	0.532098	0.165382	2.81989	0.135855	1.2011	0.701209	2.33453	0.109941	5.883833
1722	-95350.05	-95331.61	-18.43385	0.531212	0.890763	0.603532	0.424642	0.703655	0.762667	0.0886196	0.691398	0.66472	0.986654	24.86906	0.251001	0.453337	0.0198287	0.0210607	0.0452255	0.0617515	0.0145493	0.0250737	0.0395557	0.0686176	2.51001	4.53337	0.198287	0.210607	0.452255	0.617515	0.145493	0.250737	0.395557	0.686176	5.858904	0.8073625	0.0971244	0.410081	0.958974	2.53382	0.066379	0.0226343	0.35178	0.0169478	0.149837	0.0874756	0.291231	0.0137151	0.531032	0.181075	2.81424	0.135583	1.1987	0.699804	2.32985	0.109721	5.768003
1723	-95346.24	-95330.66	-15.57464	0.531212	0.969152	0.603532	0.424642	0.703655	0.762667	0.119032	0.691398	0.66472	0.986654	24.86906	0.251001	0.453337	0.0198287	0.0210607	0.0452255	0.0617515	0.0145493	0.0250737	0.0395557	0.0686176	2.51001	4.53337	0.198287	0.210607	0.452255	0.617515	0.145493	0.250737	0.395557	0.686176	4.043532	0.9515413	0.127187	0.461686	0.991482	2.41965	0.0662759	0.0225992	0.351233	0.0169215	0.149604	0.0873397	0.290779	0.0152474	0.530207	0.180793	2.80987	0.135372	1.19683	0.698717	2.32623	0.121979	5.652739
1724	-95366.07	-95347.98	-18.08803	0.524896	0.969152	0.613756	0.424642	0.703655	0.872432	0.119032	0.691398	0.66472	0.97563	24.4829	0.251001	0.453337	0.0198287	0.0210607	0.0452255	0.0617515	0.0145493	0.0250737	0.0395557	0.0686176	2.51001	4.53337	0.198287	0.210607	0.452255	0.617515	0.145493	0.250737	0.395557	0.686176	4.043532	0.8073258	0.0971166	0.410067	0.958964	2.53385	0.064578	0.0220202	0.342235	0.016488	0.17139	0.0851021	0.283329	0.0148568	0.516624	0.176162	2.73788	0.131904	1.37112	0.680817	2.26664	0.118854	5.932429
1725	-95355.62	-95336.63	-18.99026	0.524373	0.969152	0.726267	0.368127	0.82715	0.721501	0.106715	0.691398	0.66472	0.97563	25.20784	0.264902	0.449479	0.0185942	0.0195916	0.0425617	0.057444	0.0149728	0.0233247	0.0379127	0.0712175	2.64902	4.49479	0.185942	0.195916	0.425617	0.57444	0.149728	0.233247	0.379127	0.712175	4.595051	0.8073258	0.0971166	0.410067	0.958964	2.53385	0.053042	0.0240088	0.345812	0.0166603	0.173182	0.0859917	0.286291	0.0150121	0.424336	0.19207	2.7665	0.133283	1.38546	0.687933	2.29033	0.120097	5.893433
1726	-95359.36	-95340.53	-18.82697	0.510838	1.02843	0.786305	0.368127	0.82715	0.721501	0.133422	0.691398	0.66472	0.97563	24.65212	0.26439	0.448609	0.0185583	0.0195537	0.0473799	0.0573329	0.0160496	0.0231094	0.0365157	0.0685021	2.6439	4.48609	0.185583	0.195537	0.473799	0.573329	0.160496	0.231094	0.365157	0.685021	4.297566	0.8073258	0.0971166	0.410067	0.958964	2.53385	0.053042	0.0240088	0.345812	0.0166603	0.173182	0.0859917	0.286291	0.0150121	0.424336	0.19207	2.7665	0.133283	1.38546	0.687933	2.29033	0.120097	5.949177
1727	-95354.13	-95334.41	-19.72035	0.50916	0.937912	0.786305	0.436828	0.82715	0.721501	0.103228	0.715139	0.66472	0.97563	24.81057	0.261922	0.444422	0.0185959	0.0193712	0.0437163	0.0699557	0.0153591	0.0217222	0.038635	0.0663	2.61922	4.44422	0.185959	0.193712	0.437163	0.699557	0.153591	0.217222	0.38635	0.663	4.297566	0.8073258	0.0971166	0.410067	0.958964	2.53385	0.0534928	0.0242129	0.348752	0.0148697	0.170457	0.0867225	0.288724	0.0127689	0.427943	0.193703	2.79001	0.118958	1.36366	0.69378	2.30979	0.102151	6.025665
1728	-95351.92	-95331.28	-20.63539	0.50916	0.875446	0.786305	0.436828	0.82715	0.867921	0.103228	0.715139	0.66472	0.97563	26.22012	0.235715	0.461415	0.0193069	0.0201119	0.0497066	0.0679049	0.0143391	0.0225528	0.0401123	0.0688351	2.35715	4.61415	0.193069	0.201119	0.497066	0.679049	0.143391	0.225528	0.401123	0.688351	4.584416	1.134693	0.163019	0.513804	1.01917	2.30401	0.0534928	0.0242129	0.348752	0.0148697	0.170457	0.0867225	0.288724	0.0127689	0.427943	0.193703	2.79001	0.118958	1.36366	0.69378	2.30979	0.102151	5.939133
1729	-95349.19	-95330.26	-18.93414	0.50916	0.899593	0.656067	0.436828	0.82715	0.867921	0.0937963	0.715139	0.66472	0.97563	24.97726	0.237479	0.464869	0.0194515	0.0202625	0.0500786	0.0609276	0.0144464	0.0227216	0.0404126	0.0693504	2.37479	4.64869	0.194515	0.202625	0.500786	0.609276	0.144464	0.227216	0.404126	0.693504	4.566209	0.8363517	0.103267	0.421368	0.96654	2.50883	0.0569552	0.0241243	0.347476	0.0148153	0.169834	0.0864053	0.287668	0.0127222	0.455642	0.192994	2.77981	0.118522	1.35867	0.691242	2.30134	0.101777	5.906668
1730	-95361.53	-95342.05	-19.47915	0.50916	0.931673	0.656067	0.450484	0.82715	0.708739	0.0941082	0.715139	0.66472	0.97563	25.26159	0.234655	0.468627	0.0192304	0.0200322	0.0495095	0.0626845	0.0142823	0.0224634	0.0399533	0.0685622	2.34655	4.68627	0.192304	0.200322	0.495095	0.626845	0.142823	0.224634	0.399533	0.685622	4.566209	0.7990074	0.0953475	0.406734	0.956679	2.54124	0.0569552	0.0241243	0.347476	0.0148153	0.169834	0.0864053	0.287668	0.0127222	0.455642	0.192994	2.77981	0.118522	1.35867	0.691242	2.30134	0.101777	5.944048
1731	-95373.25	-95350.57	-22.67951	0.50916	0.934581	0.726593	0.412801	0.82715	0.818764	0.115256	0.715139	0.66472	0.97563	25.18503	0.235207	0.469728	0.0192756	0.0200793	0.0465569	0.0628318	0.0143158	0.0225162	0.0407663	0.0687233	2.35207	4.69728	0.192756	0.200793	0.465569	0.628318	0.143158	0.225162	0.407663	0.687233	5.093588	0.7990074	0.0953475	0.406734	0.956679	2.54124	0.0569552	0.0241243	0.347476	0.0148153	0.169834	0.0864053	0.287668	0.0127222	0.455642	0.192994	2.77981	0.118522	1.35867	0.691242	2.30134	0.101777	6.20231
1732	-95378.34	-95356.33	-22.00629	0.483009	0.87292	0.726593	0.355374	0.722403	0.818764	0.115256	0.715139	0.66472	0.97563	24.81212	0.23471	0.468736	0.0184471	0.0200369	0.0469785	0.0626991	0.0148433	0.0224686	0.0420975	0.0689827	2.3471	4.68736	0.184471	0.200369	0.469785	0.626991	0.148433	0.224686	0.420975	0.689827	5.032485	0.7103431	0.0763988	0.36837	0.928642	2.62659	0.0563286	0.0238589	0.343653	0.0146523	0.167965	0.096456	0.284503	0.0125822	0.450629	0.190871	2.74923	0.117218	1.34372	0.771648	2.27603	0.100658	6.203389
1733	-95378.29	-95356.88	-21.41431	0.496155	0.87292	0.636453	0.355374	0.722403	0.733407	0.115256	0.715139	0.66472	0.97563	24.81212	0.23492	0.469156	0.0184636	0.0192713	0.0452846	0.0627552	0.0164809	0.0224887	0.0421352	0.0690444	2.3492	4.69156	0.184636	0.192713	0.452846	0.627552	0.164809	0.224887	0.421352	0.690444	5.66383	0.7103431	0.0763988	0.36837	0.928642	2.62659	0.0563286	0.0238589	0.343653	0.0146523	0.167965	0.096456	0.284503	0.0125822	0.450629	0.190871	2.74923	0.117218	1.34372	0.771648	2.27603	0.100658	6.097291
1734	-95375.79	-95353.72	-22.07141	0.496155	0.87292	0.598082	0.355374	0.722403	0.733407	0.115256	0.565805	0.66472	0.948121	25.09523	0.231854	0.47205	0.0205491	0.0195465	0.045564	0.0631423	0.0166807	0.0226275	0.0385162	0.0694703	2.31854	4.7205	0.205491	0.195465	0.45564	0.631423	0.166807	0.226275	0.385162	0.694703	6.096957	0.7103431	0.0763988	0.36837	0.928642	2.62659	0.064582	0.0244374	0.32085	0.0150076	0.172038	0.0987949	0.291402	0.0128873	0.516656	0.195499	2.5668	0.120061	1.37631	0.790359	2.33122	0.103098	6.112898
1735	-95375.77	-95356.14	-19.62437	0.528565	0.958221	0.558481	0.355374	0.722403	0.733407	0.0980217	0.544254	0.66472	0.948121	25.03326	0.238812	0.459665	0.0202196	0.021175	0.0448333	0.0732217	0.0135539	0.0222646	0.0378986	0.0683563	2.38812	4.59665	0.202196	0.21175	0.448333	0.732217	0.135539	0.222646	0.378986	0.683563	5.755625	0.7103431	0.0763988	0.36837	0.928642	2.62659	0.064582	0.0244374	0.32085	0.0150076	0.172038	0.0987949	0.291402	0.0128873	0.516656	0.195499	2.5668	0.120061	1.37631	0.790359	2.33122	0.103098	5.904593
1736	-95370.22	-95350.88	-19.33734	0.499542	0.949878	0.558481	0.355374	0.722403	0.769514	0.0980217	0.559185	0.691365	1.00456	25.03326	0.23993	0.457351	0.019082	0.0212741	0.0450432	0.0738514	0.0136173	0.0223689	0.0378217	0.06966	2.3993	4.57351	0.19082	0.212741	0.450432	0.738514	0.136173	0.223689	0.378217	0.6966	4.38239	0.7103431	0.0763988	0.36837	0.928642	2.62659	0.0647501	0.0245011	0.318265	0.0150467	0.172486	0.0990522	0.292161	0.0137373	0.518001	0.196008	2.54612	0.120373	1.37989	0.792417	2.33729	0.109898	6.003537
1737	-95364.6	-95345.24	-19.35745	0.499542	0.921246	0.558481	0.420684	0.722403	0.66703	0.0980217	0.559185	0.691365	1.00213	25.40654	0.239556	0.456639	0.0190523	0.021241	0.0449731	0.0737364	0.0151529	0.022334	0.0377628	0.0695516	2.39556	4.56639	0.190523	0.21241	0.449731	0.737364	0.151529	0.22334	0.377628	0.695516	3.896225	0.7103431	0.0763988	0.36837	0.928642	2.62659	0.0647501	0.0245011	0.318265	0.0150467	0.172486	0.0990522	0.292161	0.0137373	0.518001	0.196008	2.54612	0.120373	1.37989	0.792417	2.33729	0.109898	6.02366
