Iteration	Posterior	Likelihood	Prior	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	cont_mole_scaler	mole_proportional_rates[1]	mole_proportional_rates[2]	mole_proportional_rates[3]	mole_proportional_rates[4]	mole_proportional_rates[5]	mole_proportional_rates[6]	mole_proportional_rates[7]	mole_proportional_rates[8]	mole_proportional_rates[9]	mole_proportional_rates[10]	mole_relative_rates[1]	mole_relative_rates[2]	mole_relative_rates[3]	mole_relative_rates[4]	mole_relative_rates[5]	mole_relative_rates[6]	mole_relative_rates[7]	mole_relative_rates[8]	mole_relative_rates[9]	mole_relative_rates[10]	morph_mole_scaler	morph_site_rate_alpha	morph_site_rates[1]	morph_site_rates[2]	morph_site_rates[3]	morph_site_rates[4]	prop_rates[1]	prop_rates[2]	prop_rates[3]	prop_rates[4]	prop_rates[5]	prop_rates[6]	prop_rates[7]	prop_rates[8]	rel_rates[1]	rel_rates[2]	rel_rates[3]	rel_rates[4]	rel_rates[5]	rel_rates[6]	rel_rates[7]	rel_rates[8]	Tl
3164	-95365.03	-95350.81	-14.22009	0.499211	1.11828	0.681127	0.405655	0.730364	0.774986	0.0789691	0.544416	0.840714	1.09283	24.3154	0.278663	0.39739	0.0214524	0.0225748	0.0559116	0.0657776	0.0158767	0.0230367	0.0463843	0.0729331	2.78663	3.9739	0.214524	0.225748	0.559116	0.657776	0.158767	0.230367	0.463843	0.729331	5.273471	0.8447582	0.105041	0.424549	0.968625	2.50179	0.0644322	0.0237207	0.340258	0.0160086	0.172913	0.0849781	0.284305	0.013385	0.515458	0.189765	2.72206	0.128068	1.3833	0.679825	2.27444	0.10708	5.418668
3165	-95342.56	-95328.04	-14.51234	0.504828	1.11828	0.681127	0.34706	0.730364	0.774986	0.0809392	0.544416	0.840714	1.00187	25.82703	0.275557	0.392962	0.0212133	0.0216748	0.0552885	0.0687706	0.0151576	0.02278	0.0458674	0.0807288	2.75557	3.92962	0.212133	0.216748	0.552885	0.687706	0.151576	0.2278	0.458674	0.807288	5.029638	0.8447582	0.105041	0.424549	0.968625	2.50179	0.0597251	0.0245015	0.33969	0.0159819	0.172624	0.0902834	0.283831	0.0133627	0.477801	0.196012	2.71752	0.127855	1.38099	0.722267	2.27065	0.106901	5.335309
3166	-95334.46	-95319.06	-15.39875	0.504828	0.994523	0.618827	0.366998	0.730364	0.774986	0.0809392	0.544416	0.72004	1.00187	25.82703	0.278188	0.386076	0.0208416	0.0232777	0.0543197	0.0756468	0.014892	0.0223808	0.0450636	0.0793141	2.78188	3.86076	0.208416	0.232777	0.543197	0.756468	0.14892	0.223808	0.450636	0.793141	6.046197	0.8447582	0.105041	0.424549	0.968625	2.50179	0.0598663	0.0221945	0.340493	0.0160197	0.173032	0.0904969	0.284502	0.0133943	0.478931	0.177556	2.72395	0.128157	1.38426	0.723975	2.27602	0.107154	5.350974
3167	-95342.77	-95327.28	-15.48833	0.504828	0.986425	0.618827	0.366998	0.730364	0.750008	0.104452	0.544416	0.767404	1.00187	26.69337	0.27129	0.386047	0.0219126	0.023276	0.0513628	0.08178	0.0144001	0.0223792	0.0488209	0.0787317	2.7129	3.86047	0.219126	0.23276	0.513628	0.8178	0.144001	0.223792	0.488209	0.787317	5.624743	0.8447582	0.105041	0.424549	0.968625	2.50179	0.0598663	0.0221945	0.340493	0.0160197	0.173032	0.0904969	0.284502	0.0133943	0.478931	0.177556	2.72395	0.128157	1.38426	0.723975	2.27602	0.107154	5.311663
3168	-95334.81	-95319.16	-15.64535	0.504828	0.996644	0.618827	0.366998	0.829165	0.727773	0.104452	0.777781	0.722233	1.00187	26.95566	0.276095	0.390385	0.0223185	0.0235375	0.050714	0.0707723	0.0145619	0.0226306	0.0493694	0.0796163	2.76095	3.90385	0.223185	0.235375	0.50714	0.707723	0.145619	0.226306	0.493694	0.796163	5.22556	0.8262433	0.10113	0.417489	0.963969	2.51741	0.0598663	0.0221945	0.340493	0.0160197	0.173032	0.0904969	0.284502	0.0133943	0.478931	0.177556	2.72395	0.128157	1.38426	0.723975	2.27602	0.107154	5.313557
3169	-95347.86	-95332.99	-14.86495	0.504828	0.996644	0.618827	0.366998	0.829165	0.727773	0.104452	0.669317	0.722233	1.00593	25.47718	0.278247	0.393427	0.0224924	0.0242928	0.0511092	0.0713239	0.0133446	0.0239134	0.0427121	0.0791373	2.78247	3.93427	0.224924	0.242928	0.511092	0.713239	0.133446	0.239134	0.427121	0.791373	5.176405	0.756721	0.0863223	0.389108	0.944202	2.58037	0.0598663	0.0221945	0.340493	0.0160197	0.173032	0.0904969	0.284502	0.0133943	0.478931	0.177556	2.72395	0.128157	1.38426	0.723975	2.27602	0.107154	5.398721
3170	-95353.83	-95337.8	-16.03304	0.512306	0.996644	0.737654	0.366998	0.829165	0.727773	0.104452	0.692271	0.722233	0.969128	25.31326	0.278642	0.393986	0.0225243	0.0226785	0.0511818	0.0714251	0.01387	0.0239474	0.0427727	0.0789728	2.78642	3.93986	0.225243	0.226785	0.511818	0.714251	0.1387	0.239474	0.427727	0.789728	5.685335	0.983084	0.133566	0.471608	0.99714	2.39769	0.0613843	0.0221587	0.339944	0.0159938	0.172753	0.0903508	0.284043	0.0133727	0.491074	0.177269	2.71955	0.12795	1.38202	0.722806	2.27234	0.106981	5.469783
3171	-95362.32	-95344.17	-18.14863	0.510986	0.996644	0.737654	0.369639	0.828856	0.760027	0.0918606	0.692271	0.722233	1.16495	26.15353	0.278366	0.393596	0.0218162	0.0226561	0.0511312	0.0713546	0.0145487	0.0249055	0.0427305	0.0788947	2.78366	3.93596	0.218162	0.226561	0.511312	0.713546	0.145487	0.249055	0.427305	0.788947	5.685335	0.7932235	0.094116	0.404391	0.955059	2.54643	0.0622576	0.0221381	0.339627	0.0159789	0.172592	0.0902667	0.283779	0.0133602	0.498061	0.177105	2.71702	0.127831	1.38074	0.722134	2.27023	0.106882	5.575665
3172	-95378.87	-95360.61	-18.25968	0.465545	0.996644	0.737654	0.369639	0.702946	0.840204	0.108536	0.692271	0.722233	1.16495	26.2707	0.279451	0.39513	0.0219012	0.0220258	0.0490541	0.0716327	0.0151954	0.0250026	0.0414044	0.0792022	2.79451	3.9513	0.219012	0.220258	0.490541	0.716327	0.151954	0.250026	0.414044	0.792022	5.338797	0.7932235	0.094116	0.404391	0.955059	2.54643	0.0622506	0.0221356	0.339589	0.0159771	0.172573	0.0902565	0.283747	0.013472	0.498005	0.177084	2.71671	0.127817	1.38058	0.722052	2.26997	0.107776	5.617157
3173	-95370.41	-95352.33	-18.08182	0.465545	0.977362	0.671159	0.369639	0.702946	0.815088	0.0903296	0.58303	0.715008	1.16495	26.2707	0.25756	0.423965	0.0215111	0.0216335	0.0455282	0.0703568	0.0164299	0.0245573	0.0406669	0.0777916	2.5756	4.23965	0.215111	0.216335	0.455282	0.703568	0.164299	0.245573	0.406669	0.777916	6.434446	0.7606221	0.0871565	0.390783	0.945417	2.57664	0.0622506	0.0221356	0.339589	0.0159771	0.172573	0.0902565	0.283747	0.013472	0.498005	0.177084	2.71671	0.127817	1.38058	0.722052	2.26997	0.107776	5.514363
3174	-95372.98	-95354.72	-18.26061	0.465545	0.977362	0.671159	0.369639	0.702946	0.728601	0.121383	0.58303	0.715008	1.16495	26.22474	0.25499	0.419736	0.0204784	0.0214177	0.051621	0.069655	0.016266	0.0239729	0.0448475	0.0770155	2.5499	4.19736	0.204784	0.214177	0.51621	0.69655	0.16266	0.239729	0.448475	0.770155	5.576485	0.7606221	0.0871565	0.390783	0.945417	2.57664	0.0652335	0.0220186	0.337795	0.0158927	0.171661	0.0897797	0.284219	0.0134008	0.521868	0.176149	2.70236	0.127141	1.37329	0.718237	2.27375	0.107206	5.628177
3175	-95353.24	-95335.79	-17.45062	0.465545	0.977362	0.671159	0.369602	0.702946	0.728601	0.121383	0.58303	0.715008	1.16495	26.23842	0.254766	0.419367	0.0204604	0.0213989	0.0515756	0.0734536	0.0162517	0.0239518	0.0448081	0.0739667	2.54766	4.19367	0.204604	0.213989	0.515756	0.734536	0.162517	0.239518	0.448081	0.739667	5.899362	0.7606221	0.0871565	0.390783	0.945417	2.57664	0.0641744	0.0213858	0.369234	0.0156347	0.147506	0.0883221	0.28056	0.0131832	0.513395	0.171086	2.95388	0.125077	1.18005	0.706577	2.24448	0.105466	5.513525
3176	-95366.39	-95348.41	-17.97748	0.465545	0.977362	0.671159	0.394579	0.702946	0.728601	0.121383	0.58303	0.710598	1.16495	26.17888	0.238534	0.431451	0.02105	0.0235416	0.0529565	0.0689067	0.01672	0.024642	0.0460993	0.0760982	2.38534	4.31451	0.2105	0.235416	0.529565	0.689067	0.1672	0.24642	0.460993	0.760982	6.061283	0.7606221	0.0871565	0.390783	0.945417	2.57664	0.0641744	0.0213858	0.369234	0.0156347	0.147506	0.0883221	0.28056	0.0131832	0.513395	0.171086	2.95388	0.125077	1.18005	0.706577	2.24448	0.105466	5.553917
3177	-95356.18	-95339.22	-16.96188	0.48445	1.12766	0.671159	0.394579	0.702946	0.846248	0.099466	0.58303	0.710598	1.16495	26.40994	0.240398	0.434822	0.0212145	0.0237255	0.0492221	0.0660385	0.0166944	0.0248345	0.0463579	0.0766927	2.40398	4.34822	0.212145	0.237255	0.492221	0.660385	0.166944	0.248345	0.463579	0.766927	4.960628	0.694381	0.0729885	0.360867	0.922768	2.64338	0.0641744	0.0213858	0.369234	0.0156347	0.147506	0.0883221	0.28056	0.0131832	0.513395	0.171086	2.95388	0.125077	1.18005	0.706577	2.24448	0.105466	5.512824
3178	-95374.42	-95357.12	-17.29452	0.48445	1.12766	0.608236	0.392073	0.702946	0.846248	0.099466	0.58303	0.710598	1.16495	27.41698	0.25548	0.430015	0.0201388	0.0234632	0.0460105	0.0656156	0.0165608	0.02456	0.0458454	0.072311	2.5548	4.30015	0.201388	0.234632	0.460105	0.656156	0.165608	0.2456	0.458454	0.72311	4.960628	0.694381	0.0729885	0.360867	0.922768	2.64338	0.0641478	0.0213769	0.369082	0.0156282	0.147445	0.0882855	0.280443	0.013592	0.513183	0.171015	2.95265	0.125026	1.17956	0.706284	2.24355	0.108736	5.451927
3179	-95380.57	-95362.68	-17.88964	0.528645	1.12766	0.650365	0.392073	0.702946	0.846248	0.099466	0.58303	0.689965	1.16495	27.41698	0.252234	0.411386	0.0225325	0.0248051	0.048642	0.0735663	0.017508	0.0244125	0.0484674	0.0764467	2.52234	4.11386	0.225325	0.248051	0.48642	0.735663	0.17508	0.244125	0.484674	0.764467	4.960628	0.6966955	0.0734826	0.361967	0.923638	2.64091	0.0647097	0.0215642	0.364113	0.0157651	0.148736	0.0885015	0.2829	0.0137111	0.517678	0.172513	2.9129	0.126121	1.18989	0.708012	2.2632	0.109689	5.504869
3180	-95364.98	-95345.34	-19.64164	0.493722	1.09018	0.650365	0.392073	0.702946	0.794907	0.099466	0.58303	0.858568	1.16495	27.35176	0.24102	0.442327	0.0219615	0.0237023	0.0466821	0.0702956	0.0167296	0.0233271	0.0409066	0.073048	2.4102	4.42327	0.219615	0.237023	0.466821	0.702956	0.167296	0.233271	0.409066	0.73048	5.942723	0.6479729	0.0631296	0.337912	0.90395	2.69501	0.06455	0.0215109	0.363214	0.0157262	0.148369	0.088283	0.284843	0.0135045	0.5164	0.172087	2.90571	0.125809	1.18695	0.706264	2.27874	0.108036	5.583896
3181	-95365.23	-95351.39	-13.84097	0.493722	1.07417	0.650365	0.392073	0.702946	0.794907	0.107555	0.58303	0.858568	1.16495	25.84629	0.249014	0.438181	0.0208772	0.0234801	0.0462445	0.0696366	0.0165728	0.0231084	0.0405231	0.0723631	2.49014	4.38181	0.208772	0.234801	0.462445	0.696366	0.165728	0.231084	0.405231	0.723631	3.293187	0.6461161	0.0627378	0.336957	0.903138	2.69717	0.0583352	0.0216538	0.365627	0.0158306	0.149355	0.0888695	0.286735	0.0135942	0.466682	0.173231	2.92501	0.126645	1.19484	0.710956	2.29388	0.108753	5.420121
3182	-95384.96	-95366.78	-18.17193	0.493722	1.11459	0.646392	0.392073	0.748935	0.727835	0.116357	0.58303	0.858568	1.16495	26.51358	0.26178	0.414464	0.0219475	0.0246839	0.0486154	0.0732068	0.0154698	0.0230678	0.0406918	0.0760731	2.6178	4.14464	0.219475	0.246839	0.486154	0.732068	0.154698	0.230678	0.406918	0.760731	3.40102	0.8327252	0.102501	0.419983	0.965626	2.51189	0.0629719	0.0215472	0.363826	0.0157527	0.148619	0.0884319	0.285323	0.0135272	0.503775	0.172378	2.91061	0.126022	1.18895	0.707455	2.28259	0.108218	5.773288
3183	-95362.41	-95343.25	-19.15807	0.531345	1.23521	0.646392	0.392073	0.747225	0.727835	0.0977168	0.58303	0.858568	1.16495	28.03609	0.273108	0.390711	0.0228972	0.0231169	0.050719	0.0757259	0.0161392	0.024066	0.044152	0.0793648	2.73108	3.90711	0.228972	0.231169	0.50719	0.757259	0.161392	0.24066	0.44152	0.793648	5.00065	1.067256	0.150175	0.496074	1.01031	2.34344	0.0629514	0.0215402	0.363708	0.0160729	0.148571	0.0884031	0.285231	0.0135228	0.503611	0.172322	2.90966	0.128583	1.18857	0.707225	2.28184	0.108183	5.545899
3184	-95355.73	-95338.55	-17.18221	0.531345	1.23521	0.706363	0.392073	0.747225	0.727835	0.0977168	0.58303	0.858568	0.982891	25.76115	0.273034	0.390606	0.022891	0.0238718	0.0507052	0.0783578	0.016368	0.0240595	0.0435214	0.0765859	2.73034	3.90606	0.22891	0.238718	0.507052	0.783578	0.16368	0.240595	0.435214	0.765859	5.00065	1.067256	0.150175	0.496074	1.01031	2.34344	0.0629514	0.0215402	0.363708	0.0160729	0.148571	0.0884031	0.285231	0.0135228	0.503611	0.172322	2.90966	0.128583	1.18857	0.707225	2.28184	0.108183	5.588016
3185	-95355.51	-95339.39	-16.12038	0.520567	1.23521	0.702433	0.4145	0.643852	0.727835	0.10737	0.58303	0.858568	1.01607	25.72597	0.275579	0.394247	0.0229636	0.02164	0.0482137	0.0790883	0.0168188	0.0237368	0.0404133	0.0772998	2.75579	3.94247	0.229636	0.2164	0.482137	0.790883	0.168188	0.237368	0.404133	0.772998	6.110067	0.9922897	0.135413	0.474422	0.998711	2.39145	0.0651742	0.0223008	0.34124	0.0166405	0.153817	0.0915247	0.295302	0.0140003	0.521394	0.178406	2.72992	0.133124	1.23054	0.732197	2.36242	0.112003	5.379691
3186	-95362.82	-95347.86	-14.9599	0.520567	1.23521	0.681139	0.345261	0.668758	0.727835	0.10737	0.58303	0.858568	1.01607	25.6109	0.27335	0.391058	0.0227778	0.0214649	0.048773	0.0784485	0.0166828	0.0241596	0.0446398	0.078646	2.7335	3.91058	0.227778	0.214649	0.48773	0.784485	0.166828	0.241596	0.446398	0.78646	6.110067	0.9922897	0.135413	0.474422	0.998711	2.39145	0.0654045	0.0223796	0.332433	0.0166993	0.15436	0.0983283	0.296346	0.0140498	0.523236	0.179037	2.65946	0.133594	1.23488	0.786626	2.37076	0.112398	5.281713
3187	-95357.11	-95340.01	-17.09998	0.520567	1.1422	0.649296	0.345261	0.668758	0.726179	0.10737	0.58303	0.858568	0.91521	26.05369	0.274153	0.390867	0.0213977	0.0214545	0.0487493	0.0784103	0.0166746	0.0250682	0.0446181	0.0786077	2.74153	3.90867	0.213977	0.214545	0.487493	0.784103	0.166746	0.250682	0.446181	0.786077	5.69402	0.9922897	0.135413	0.474422	0.998711	2.39145	0.0654045	0.0223796	0.332433	0.0166993	0.15436	0.0983283	0.296346	0.0140498	0.523236	0.179037	2.65946	0.133594	1.23488	0.786626	2.37076	0.112398	5.515784
3188	-95362.34	-95345.16	-17.18263	0.520567	1.05008	0.630955	0.345261	0.668758	0.783944	0.10737	0.58303	0.888461	0.973462	26.05369	0.262674	0.412561	0.0205018	0.0226549	0.0467082	0.0751274	0.0169138	0.0240186	0.0420602	0.0767797	2.62674	4.12561	0.205018	0.226549	0.467082	0.751274	0.169138	0.240186	0.420602	0.767797	5.964559	0.9922897	0.135413	0.474422	0.998711	2.39145	0.0654045	0.0223796	0.332433	0.0166993	0.15436	0.0983283	0.296346	0.0140498	0.523236	0.179037	2.65946	0.133594	1.23488	0.786626	2.37076	0.112398	5.493449
3189	-95367.34	-95349.99	-17.35196	0.520567	1.17696	0.621635	0.345261	0.668758	0.921094	0.10737	0.567521	0.797268	0.973462	26.12404	0.265158	0.4114	0.0206957	0.0228691	0.0471498	0.0750232	0.0170738	0.0242457	0.0388797	0.0775056	2.65158	4.114	0.206957	0.228691	0.471498	0.750232	0.170738	0.242457	0.388797	0.775056	5.964559	0.8494611	0.106032	0.42631	0.969771	2.49789	0.0661442	0.0213436	0.336192	0.0168881	0.146051	0.0994403	0.299697	0.0142435	0.529153	0.170749	2.68954	0.135105	1.16841	0.795522	2.39758	0.113948	5.488547
3190	-95362.09	-95343.53	-18.56672	0.520567	1.17696	0.572639	0.345261	0.668758	0.921094	0.10737	0.567521	0.797268	0.973462	26.36266	0.266251	0.408012	0.020781	0.0229634	0.0483052	0.0753325	0.0171442	0.0243457	0.03904	0.0778251	2.66251	4.08012	0.20781	0.229634	0.483052	0.753325	0.171442	0.243457	0.3904	0.778251	5.351559	0.8494611	0.106032	0.42631	0.969771	2.49789	0.0680313	0.0219526	0.345784	0.01737	0.150218	0.102277	0.279717	0.0146499	0.544251	0.175621	2.76627	0.13896	1.20175	0.818219	2.23773	0.117199	5.652361
3191	-95362.93	-95343.9	-19.02507	0.520567	1.17696	0.729116	0.345261	0.668758	0.636548	0.10737	0.567521	0.797268	0.973462	26.36266	0.260269	0.410349	0.0202514	0.0223782	0.0492762	0.0793852	0.0167072	0.0237252	0.0418177	0.0758416	2.60269	4.10349	0.202514	0.223782	0.492762	0.793852	0.167072	0.237252	0.418177	0.758416	6.013354	0.8494611	0.106032	0.42631	0.969771	2.49789	0.0692714	0.0219234	0.345324	0.0173468	0.150018	0.102141	0.279344	0.0146304	0.554171	0.175387	2.76259	0.138775	1.20015	0.817131	2.23476	0.117043	5.644823
3192	-95350.41	-95333	-17.40924	0.520567	1.1023	0.729116	0.345261	0.637043	0.674102	0.097045	0.567521	0.797268	0.973462	26.36266	0.259785	0.409586	0.0220726	0.0223366	0.0491846	0.0792376	0.0166762	0.0236811	0.0417399	0.0757007	2.59785	4.09586	0.220726	0.223366	0.491846	0.792376	0.166762	0.236811	0.417399	0.757007	5.211472	0.7540262	0.0857459	0.387944	0.943354	2.58296	0.0692714	0.0219234	0.345324	0.0173468	0.150018	0.102141	0.279344	0.0146304	0.554171	0.175387	2.76259	0.138775	1.20015	0.817131	2.23476	0.117043	5.571343
3193	-95362.74	-95342.39	-20.35584	0.520567	1.06094	0.729116	0.345261	0.637043	0.674102	0.097045	0.757179	0.797268	0.973462	27.81433	0.260338	0.410458	0.0221196	0.0223841	0.0471606	0.0794063	0.0167117	0.0237315	0.0418288	0.0758618	2.60338	4.10458	0.221196	0.223841	0.471606	0.794063	0.167117	0.237315	0.418288	0.758618	5.122503	0.7540262	0.0857459	0.387944	0.943354	2.58296	0.0680398	0.0215336	0.356963	0.0170384	0.147351	0.100325	0.274378	0.0143703	0.544318	0.172269	2.85571	0.136308	1.17881	0.802603	2.19502	0.114962	5.714903
3194	-95360.1	-95338.05	-22.04631	0.520567	1.22144	0.729116	0.345261	0.637043	0.674102	0.127982	0.757179	0.797268	0.973462	27.81433	0.260358	0.41049	0.0221213	0.0207163	0.0471643	0.0800262	0.0176906	0.0237333	0.0418321	0.0758677	2.60358	4.1049	0.221213	0.207163	0.471643	0.800262	0.176906	0.237333	0.418321	0.758677	5.952439	0.7540262	0.0857459	0.387944	0.943354	2.58296	0.0680398	0.0215336	0.356963	0.0170384	0.147351	0.100325	0.274378	0.0143703	0.544318	0.172269	2.85571	0.136308	1.17881	0.802603	2.19502	0.114962	5.781813
3195	-95340.52	-95324.06	-16.45904	0.520567	1.22144	0.729116	0.344792	0.737664	0.674102	0.127982	0.556123	0.797268	0.973462	25.56982	0.259757	0.409541	0.0220702	0.0240948	0.0470424	0.0781769	0.0176497	0.0236785	0.0422973	0.0756924	2.59757	4.09541	0.220702	0.240948	0.470424	0.781769	0.176497	0.236785	0.422973	0.756924	6.222418	0.731008	0.0808201	0.3778	0.935839	2.60554	0.0664724	0.0210375	0.34874	0.0166489	0.16699	0.0980143	0.268057	0.0140392	0.531779	0.1683	2.78992	0.133191	1.33592	0.784114	2.14446	0.112314	5.430629
3196	-95334.44	-95312.48	-21.96636	0.520567	1.25843	0.767426	0.379171	0.737664	0.696891	0.136783	0.583442	0.797268	0.977535	27.62565	0.258613	0.407738	0.021973	0.0239887	0.0524314	0.0756873	0.0174217	0.0246776	0.042111	0.0753591	2.58613	4.07738	0.21973	0.239887	0.524314	0.756873	0.174217	0.246776	0.42111	0.753591	6.222418	0.731008	0.0808201	0.3778	0.935839	2.60554	0.0670018	0.0212051	0.351518	0.0149531	0.16832	0.0926586	0.270192	0.014151	0.536015	0.169641	2.81214	0.119625	1.34656	0.741269	2.16154	0.113208	5.758511
3197	-95355.38	-95333.58	-21.79918	0.520567	1.15913	0.735619	0.379171	0.737664	0.696891	0.136783	0.765514	0.797268	0.96437	27.62565	0.250157	0.414679	0.0210394	0.0236285	0.0501109	0.0769758	0.0177183	0.0262205	0.0428279	0.076642	2.50157	4.14679	0.210394	0.236285	0.501109	0.769758	0.177183	0.262205	0.428279	0.76642	6.861642	0.8776497	0.111943	0.436615	0.976349	2.47509	0.0676673	0.0214157	0.355009	0.0151016	0.167028	0.0866103	0.272876	0.0142916	0.541339	0.171326	2.84007	0.120813	1.33623	0.692882	2.18301	0.114333	5.674092
3198	-95344.89	-95324.53	-20.36049	0.520567	1.15913	0.784138	0.379171	0.737664	0.696891	0.124182	0.765514	0.797268	0.96437	27.06865	0.250759	0.415677	0.02109	0.0222917	0.0502315	0.077161	0.0177609	0.0262836	0.0419184	0.0768264	2.50759	4.15677	0.2109	0.222917	0.502315	0.77161	0.177609	0.262836	0.419184	0.768264	5.682516	0.8667629	0.109666	0.432686	0.973866	2.48378	0.0676219	0.0214013	0.354771	0.0150915	0.166916	0.0872236	0.272693	0.014282	0.540975	0.171211	2.83817	0.120732	1.33533	0.697789	2.18154	0.114256	5.700243
3199	-95354.59	-95334.75	-19.83708	0.520567	1.15913	0.784138	0.379171	0.7177	0.676541	0.103872	0.765514	0.797268	0.96437	26.05682	0.250826	0.415788	0.021308	0.0224297	0.0494986	0.0771817	0.0177657	0.0262906	0.042064	0.076847	2.50826	4.15788	0.21308	0.224297	0.494986	0.771817	0.177657	0.262906	0.42064	0.76847	5.278278	0.8667629	0.109666	0.432686	0.973866	2.48378	0.0676219	0.0214013	0.354771	0.0150915	0.166916	0.0872236	0.272693	0.014282	0.540975	0.171211	2.83817	0.120732	1.33533	0.697789	2.18154	0.114256	5.795572
3200	-95352.89	-95334.01	-18.87983	0.520567	1.09805	0.784138	0.379171	0.7177	0.676541	0.119193	0.765514	0.797268	0.96437	26.58509	0.251304	0.41658	0.0213486	0.0224724	0.0495928	0.0773286	0.0158962	0.0263407	0.042144	0.0769932	2.51304	4.1658	0.213486	0.224724	0.495928	0.773286	0.158962	0.263407	0.42144	0.769932	5.278278	0.8140806	0.0985513	0.412742	0.960781	2.52793	0.0667549	0.021127	0.350223	0.014898	0.164776	0.0989259	0.269197	0.0140989	0.53404	0.169016	2.80178	0.119184	1.31821	0.791407	2.15357	0.112791	5.651595
3201	-95365.71	-95346.2	-19.51032	0.520567	1.09805	0.737606	0.379171	0.7177	0.676541	0.119193	0.732115	0.719172	0.89363	26.87166	0.245931	0.432175	0.0208922	0.0235625	0.0485325	0.0722938	0.0155563	0.0258632	0.041243	0.0739506	2.45931	4.32175	0.208922	0.235625	0.485325	0.722938	0.155563	0.258632	0.41243	0.739506	5.679979	0.8185499	0.0994994	0.414496	0.961965	2.52404	0.0650526	0.0211655	0.350861	0.0149252	0.165077	0.0991064	0.269688	0.0141246	0.520421	0.169324	2.80689	0.119401	1.32061	0.792851	2.1575	0.112997	5.668693
3202	-95361.99	-95341.14	-20.85145	0.492968	0.976103	0.737606	0.379171	0.7177	0.676541	0.116132	0.732115	0.719172	0.89363	27.62262	0.238241	0.444727	0.0202389	0.0228257	0.047015	0.06888	0.0150699	0.0261717	0.0399534	0.0768775	2.38241	4.44727	0.202389	0.228257	0.47015	0.6888	0.150699	0.261717	0.399534	0.768775	6.869357	0.8185499	0.0994994	0.414496	0.961965	2.52404	0.0650919	0.0211783	0.351073	0.0149342	0.166105	0.0991662	0.269851	0.0126012	0.520735	0.169426	2.80858	0.119473	1.32884	0.793329	2.1588	0.100809	5.624034
3203	-95362.1	-95343.94	-18.15845	0.482031	0.976103	0.650471	0.379171	0.7177	0.676541	0.116132	0.732115	0.719172	0.89363	27.10408	0.249854	0.438327	0.0199477	0.0224973	0.0456869	0.0678888	0.014853	0.0257951	0.0393785	0.0757712	2.49854	4.38327	0.199477	0.224973	0.456869	0.678888	0.14853	0.257951	0.393785	0.757712	6.317659	0.8185499	0.0994994	0.414496	0.961965	2.52404	0.0650919	0.0211783	0.351073	0.0149342	0.166105	0.0991662	0.269851	0.0126012	0.520735	0.169426	2.80858	0.119473	1.32884	0.793329	2.1588	0.100809	5.471565
3204	-95374.39	-95355.09	-19.29553	0.482031	1.2227	0.575411	0.379171	0.7177	0.676541	0.104563	0.732115	0.830827	1.06144	26.43765	0.249157	0.437103	0.019892	0.0224345	0.0455593	0.0704915	0.0148116	0.0257231	0.0392685	0.0755597	2.49157	4.37103	0.19892	0.224345	0.455593	0.704915	0.148116	0.257231	0.392685	0.755597	4.728187	0.8185499	0.0994994	0.414496	0.961965	2.52404	0.0663002	0.0215714	0.35759	0.0152114	0.169188	0.0824444	0.27486	0.0128351	0.530401	0.172571	2.86072	0.121691	1.3535	0.659555	2.19888	0.102681	5.76692
3205	-95379.66	-95360.81	-18.84671	0.482031	1.02766	0.575411	0.379606	0.7177	0.676541	0.103223	0.530818	0.847506	0.970028	26.43765	0.236776	0.442211	0.0197297	0.0226966	0.0460916	0.0753176	0.0149846	0.0260236	0.0397273	0.0764425	2.36776	4.42211	0.197297	0.226966	0.460916	0.753176	0.149846	0.260236	0.397273	0.764425	5.62785	0.8185499	0.0994994	0.414496	0.961965	2.52404	0.0663002	0.0215714	0.35759	0.0152114	0.169188	0.0824444	0.27486	0.0128351	0.530401	0.172571	2.86072	0.121691	1.3535	0.659555	2.19888	0.102681	5.679269
3206	-95378.85	-95360.55	-18.30396	0.482031	1.02766	0.575411	0.379606	0.7177	0.676541	0.102769	0.506585	0.847506	1.07548	26.71918	0.252793	0.429834	0.0222343	0.0225745	0.0448016	0.0732096	0.0145652	0.0252953	0.0386155	0.0760767	2.52793	4.29834	0.222343	0.225745	0.448016	0.732096	0.145652	0.252953	0.386155	0.760767	4.883367	0.8185499	0.0994994	0.414496	0.961965	2.52404	0.0633075	0.0216405	0.358736	0.0152602	0.16973	0.0827086	0.275741	0.0128762	0.50646	0.173124	2.86989	0.122081	1.35784	0.661669	2.20592	0.10301	5.663213
3207	-95384.7	-95366.21	-18.4879	0.506717	1.02766	0.68279	0.379606	0.7177	0.801906	0.131724	0.506585	0.847506	1.12821	26.71918	0.271068	0.420144	0.0217331	0.0220656	0.0437916	0.0715592	0.0156398	0.0218918	0.0377449	0.0743617	2.71068	4.20144	0.217331	0.220656	0.437916	0.715592	0.156398	0.218918	0.377449	0.743617	4.614408	0.8185499	0.0994994	0.414496	0.961965	2.52404	0.0542673	0.0218494	0.362198	0.0154074	0.171368	0.0835069	0.278402	0.0130005	0.434138	0.174795	2.89759	0.123259	1.37095	0.668055	2.22721	0.104004	5.674591
